mesh-id,category
A022723,Lymphocyte Function-Associated Antigen-1 Antagonist
A022724,Lymphocyte Function-Associated Antigen-1 Antagonists
A022725,OATP2B1/SLCO2B1 substrates
A022726,Ophthalmologicals
A022727,Sensory Organs
A022728,Antiinfectives for Systemic Use
A022729,Antivirals for Systemic Use
A022730,Antivirals for treatment of HCV infections
A022731,BCRP/ABCG2 Inhibitors
A022732,BCRP/ABCG2 Substrates
A022733,Cytochrome P-450 CYP2B6 Substrates
A022734,Cytochrome P-450 CYP2C8 Substrates
A022735,Cytochrome P-450 CYP3A Substrates
A022736,Cytochrome P-450 CYP3A4 Substrates
A022737,Cytochrome P-450 Substrates
A022738,Direct Acting Antivirals
A022739,Hepatitis C Virus NS5A Inhibitor
A022740,OATP1B1/SLCO1B1 Inhibitors
A022741,OATP1B3 inhibitors
A022742,Organic Anion Transporting Polypeptide 1B1 Inhibitors
A022743,Organic Anion Transporting Polypeptide 1B3 Inhibitors
A022744,Organic Anion Transporting Polypeptide 2B1 Inhibitors
A022745,P-glycoprotein inhibitors
A022746,P-glycoprotein substrates
A022747,Treatments for Hepatitis C
A022748,Antihistamines for Systemic Use
A022749,Cytochrome P-450 CYP2C19 Substrates
A022750,Cytochrome P-450 CYP2C9 Substrates
A022751,Cytochrome P-450 CYP2D6 Substrates
A022752,Cytochrome P-450 CYP3A Substrates
A022753,Cytochrome P-450 CYP3A4 Substrates
A022754,Cytochrome P-450 Substrates
A022755,"Platelet Activating Factor, antagonists & inhibitors"
A022756,Potential QTc-Prolonging Agents
A022757,QTc Prolonging Agents
A022758,Anthracyclines and Related Substances
A022759,Antineoplastic and Immunomodulating Agents
A022760,Cytotoxic Antibiotics and Related Substances
A022761,Anthracyclines and Related Substances
A022762,Antineoplastic and Immunomodulating Agents
A022763,Cytotoxic Antibiotics and Related Substances
A022764,Anthracyclines and Related Substances
A022765,Antineoplastic and Immunomodulating Agents
A022766,Cytotoxic Antibiotics and Related Substances
A022767,Antigonadotropins and Similar Agents
A022768,Cytochrome P-450 CYP3A Substrates
A022769,Cytochrome P-450 CYP3A4 Substrates
A022770,Cytochrome P-450 Substrates
A022771,Genito Urinary System and Sex Hormones
A022772,Progestin Contraceptives
A022773,Sex Hormones and Modulators of the Genital System
A022774,Human Varicella Zoster Immune Globulins
A022775,"Neprilysin, antagonists & inhibitors"
A022776,Ultrasound Contrast Media
A022777,Antineoplastic and Immunomodulating Agents
A022778,Actively Acquired Immunity
A022779,Antiinfectives for Systemic Use
A022780,"Bacterial and viral vaccines, combined"
A022781,Cancer immunotherapy
D018963,Hepatitis Antigens
D006511,Hepatitis B Antigens
D006514,Hepatitis B Surface Antigens
A022782,"Hepatitis B Surface Antigens, drug effects"
D017325,Hepatitis B Vaccines
A022783,Inactivated Hepatitis B Virus Vaccine
A022784,Antineoplastic and Immunomodulating Agents
A022785,Narrow Therapeutic Index Drugs
A022786,Sensitizers Used in Photodynamic/radiation Therapy
D019485,Bone Morphogenetic Proteins
A022787,Drugs Affecting Bone Structure and Mineralization
A022788,Drugs for Treatment of Bone Diseases
A022789,Musculo-Skeletal System
D055411,TGF-beta Superfamily Proteins
A022790,BCRP/ABCG2 Substrates
A022791,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A022792,Cytochrome P-450 CYP1A2 Inhibitors (weak)
A022793,Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)
A022794,Cytochrome P-450 CYP2B6 Inhibitors (weak)
A022795,Cytochrome P-450 CYP2C19 Inducers (strength unknown)
A022796,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
A022797,Cytochrome P-450 CYP2C8 Inhibitors (weak)
A022798,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A022799,Hypotensive Agents
A022800,OATP1B1/SLCO1B1 Inhibitors
A022801,OATP1B3 substrates
A022802,OATP2B1/SLCO2B1 substrates
A022803,P-glycoprotein substrates
A022804,Antiinfectives for Systemic Use
A022805,Antimycotics for Systemic Use
A022806,Azole Antifungals
A022807,BCRP/ABCG2 Inhibitors
A022808,Cytochrome P-450 CYP2B6 Inducers (weak)
A022809,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
A022810,Cytochrome P-450 CYP2C8 Inducers (weak)
A022811,Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)
A022812,Cytochrome P-450 CYP2C9 Inducers (weak)
A022813,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A022814,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A022815,Cytochrome P-450 CYP3A Substrates
A022816,Cytochrome P-450 CYP3A4 Inducers (weak)
A022817,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
A022818,Cytochrome P-450 CYP3A4 Substrates
A022819,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A022820,Cytochrome P-450 CYP3A5 Inhibitors (moderate)
A022821,Cytochrome P-450 CYP3A5 Substrates
A022822,Cytochrome P-450 Substrates
A022823,Isavuconazole and Prodrugs
A022824,OCT2 Inhibitors
A022825,P-glycoprotein inhibitors
A022826,Triazole and tetrazole derivatives
A022827,Triazole Derivatives
A022828,UGT1A9 Inhibitors
A022829,Drugs for Treatment of Hyperkalemia and Hyperphosphatemia
A022830,Alimentary Tract and Metabolism
A022831,Cytochrome P-450 CYP3A Substrates
A022832,Cytochrome P-450 CYP3A4 Substrates
A022833,Cytochrome P-450 Substrates
A022834,Vitamins (Fat Soluble)
A022835,Cytochrome P-450 CYP3A Substrates
A022836,Cytochrome P-450 CYP3A4 Substrates
A022837,Cytochrome P-450 Substrates
A022838,Genito Urinary System and Sex Hormones
A022839,Pregnadien Derivatives
A022840,"Progestogens and Estrogens, Sequential Preparations"
A022841,Sex Hormones and Modulators of the Genital System
A022842,Antiinfectives for Systemic Use
A022843,Antimycobacterials
A022844,Cytochrome P-450 CYP3A Substrates
A022845,Cytochrome P-450 CYP3A4 Substrates
A022846,Cytochrome P-450 Substrates
A022847,Moderate Risk QTc-Prolonging Agents
A022848,QTc Prolonging Agents
A022849,"Antiparasitic Products, Insecticides and Repellents"
D019306,Artemisia
A022850,Artemisinin and derivatives
A022851,Cytochrome P-450 CYP2C19 Inhibitors (weak)
A022852,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A022853,UGT1A9 Substrates
A022854,UGT2B7 substrates
A022855,Drugs Affecting Bone Structure and Mineralization
A022856,Drugs for Treatment of Bone Diseases
A022857,Musculo-Skeletal System
A022858,Miscellaneous Central Nervous System Agents
A022859,Moderate Risk QTc-Prolonging Agents
A022860,OCT2 Inhibitors
A022861,QTc Prolonging Agents
A022862,Antineoplastic and Immunomodulating Agents
A022863,Cytochrome P-450 CYP3A Substrates
A022864,Cytochrome P-450 CYP3A4 Substrates
A022865,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A022866,Cytochrome P-450 Substrates
A022867,Narrow Therapeutic Index Drugs
A022868,P-glycoprotein substrates
A022869,P-glycoprotein substrates with a Narrow Therapeutic Index
A022870,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A022871,Cytochrome P-450 CYP2B6 Inducers (strength unknown)
A022872,Cytochrome P-450 CYP2D6 Inhibitors (moderate)
A022873,Cytochrome P-450 CYP2D6 Substrates
A022874,Cytochrome P-450 CYP3A Substrates
A022875,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A022876,Cytochrome P-450 CYP3A4 Inducers (weak)
A022877,Cytochrome P-450 CYP3A4 Substrates
A022878,Cytochrome P-450 Substrates
A022879,Drugs causing inadvertant photosensitivity
A022880,Drugs that are Mainly Renally Excreted
A022881,Histamine-3 (H3) Receptor Antagonists/Inverse Agonists
A022882,Moderate Risk QTc-Prolonging Agents
A022883,OCT1 inhibitors
A022884,QTc Prolonging Agents
D018100,"Receptors, Histamine H3"
D002772,Cholera Toxin
D004768,Enterotoxins
A022885,BCRP/ABCG2 Inhibitors
A022886,Miscellaneous Cardiac Drugs
A022887,OAT1/SLC22A6 inhibitors
A022888,OAT3/SLC22A8 Inhibitors
A022889,Transthyretin Stabilizers
D012194,RNA-Directed DNA Polymerase
A022890,Antineoplastic and Immunomodulating Agents
A022891,BCRP/ABCG2 Substrates
A022892,Cytochrome P-450 CYP2C8 Substrates
A022893,Cytochrome P-450 CYP3A Substrates
A022894,Cytochrome P-450 Substrates
A022895,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
A022896,Kinase Inhibitor
A022897,MATE 1 Inhibitors
A022898,MATE 2 Inhibitors
A022899,MATE inhibitors
A022900,OCT2 Inhibitors
A022901,P-glycoprotein inhibitors
A022902,P-glycoprotein substrates
A022903,Tyrosine Kinase Inhibitors
A022904,Genito Urinary System and Sex Hormones
A022905,Melanocortin Receptor Agonists
A022906,"Receptor, Melanocortin, Type 3, agonists"
A022907,"Receptor, Melanocortin, Type 4, agonists"
A022908,"Cholesterol Ester Transfer Proteins, antagonists & inhibitors"
A022909,Alimentary Tract and Metabolism
A022910,Drugs for Acid Related Disorders
A022911,Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)
A022912,"B-Cell Activating Factor, antagonists & inhibitors"
A022913,Antiglaucoma Preparations and Miotics
A022914,Drugs that are Mainly Renally Excreted
A022915,OATP2B1/SLCO2B1 substrates
A022916,Ophthalmologicals
A022917,Prostaglandin analogs reducing intraocular pressure (IOP)
A022918,Sensory Organs
A022919,Pegylated agents
A022920,"Phosphatidylinositol 3-Kinases, antagonists & inhibitors"
A022921,"Phosphatidylinositol 3-Kinase, antagonists & inhibitors"
A022922,Cytochrome P-450 CYP1A2 Inhibitors (moderate)
A022923,Cytochrome P-450 CYP2B6 Inhibitors (moderate)
A022924,Cytochrome P-450 CYP2C9 Inhibitors (strong)
A022925,Cytochrome P-450 CYP2D6 Inhibitors (moderate)
A022926,Cytochrome P-450 CYP3A4 Inhibitors (strong)
D036381,Diarylheptanoids
D006536,Heptanes
A022927,P-glycoprotein inhibitors
A022928,P-glycoprotein substrates
A022929,Alimentary Tract and Metabolism
A022930,Drugs for Functional Gastrointestinal Disorders
A022931,Propulsives
A022932,Experimental Unapproved Treatments for COVID-19
A022933,"Purine-Nucleoside Phosphorylase, antagonists & inhibitors"
A022934,Alimentary Tract and Metabolism
A022935,Caloric Agents
D005989,Glycerides
A022936,Medium-chain Triglycerides
D014280,Triglycerides
A022937,Various Alimentary Tract and Metabolism Products
A022938,Antineoplastic and Immunomodulating Agents
A022939,Antianemic Preparations
A022940,Blood and Blood Forming Organs
A022941,Antineoplastic and Immunomodulating Agents
A022942,BCRP/ABCG2 Substrates
A022943,Cytochrome P-450 CYP1A2 Substrates
A022944,Cytochrome P-450 CYP2C19 Substrates
A022945,Cytochrome P-450 CYP2C8 Substrates
A022946,Cytochrome P-450 CYP2C9 Substrates
A022947,Cytochrome P-450 CYP2E1 Substrates
A022948,Cytochrome P-450 CYP3A Substrates
A022949,Cytochrome P-450 CYP3A4 Substrates
A022950,Cytochrome P-450 CYP3A5 Substrates
A022951,Cytochrome P-450 Substrates
A022952,Kinase Inhibitor
A022953,Mitogen-activated protein kinase (MEK) inhibitors
A022954,Mitogen-Activated Protein Kinase Kinase 1 Inhibitors
A022955,Mitogen-Activated Protein Kinase Kinase 2 Inhibitors
A022956,P-glycoprotein substrates
A022957,Tyrosine Kinase Inhibitors
A022958,UGT1A1 Substrates
A022959,Alimentary Tract and Metabolism
A022960,Drugs for Constipation
A022961,Drugs that are Mainly Renally Excreted
A022962,Peripheral Opioid Receptor Antagonists
A022963,UGT1A3 substrates
A022964,"Receptors, Neurokinin-3, antagonists & inhibitors"
A022965,Antineoplastic and Immunomodulating Agents
A022966,Calcineurin Inhibitor Immunosuppressant
A022967,Cytochrome P-450 CYP3A Substrates
A022968,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A022969,Cytochrome P-450 CYP3A4 Substrates
A022970,Cytochrome P-450 Substrates
A022971,Organic Anion Transporting Polypeptide 1B1 Inhibitors
A022972,Organic Anion Transporting Polypeptide 1B3 Inhibitors
A022973,P-glycoprotein inhibitors
A022974,P-glycoprotein substrates
A022975,Alimentary Tract and Metabolism
A022976,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
A022977,"Neprilysin, antagonists & inhibitors"
A022978,Antineoplastic and Immunomodulating Agents
A022979,BCRP/ABCG2 Inhibitors
A022980,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A022981,Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)
A022982,Cytochrome P-450 CYP2C19 inhibitors (strength unknown)
A022983,Cytochrome P-450 CYP3A Substrates
A022984,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A022985,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A022986,Cytochrome P-450 CYP3A4 Substrates
A022987,Cytochrome P-450 Substrates
A022988,"Janus Kinase 2, antagonists & inhibitors"
A022989,Janus-associated kinase (JAK) inhibitors
A022990,Kinase Inhibitor
A022991,OCT1 inhibitors
A022992,OCT2 Inhibitors
A022993,P-glycoprotein inhibitors
A022994,Potential QTc-Prolonging Agents
A022995,QTc Prolonging Agents
A022996,Tyrosine Kinase Inhibitors
A022997,Alimentary Tract and Metabolism
A022998,Drugs Used in Diabetes
A022999,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
A023000,Alimentary Tract and Metabolism
A023001,Antiemetics and Antinauseants
A023002,Drugs that are Mainly Renally Excreted
A023003,Alimentary Tract and Metabolism
A023004,"Antiobesity Preparations, Excl. Diet Products"
A023005,Centrally Acting Antiobesity Products
A023006,Melanocortin 4 Receptor Agonist
A023007,Melanocortin 4 Receptor Agonists
A023008,"Receptor, Melanocortin, Type 4, agonists"
A023009,Antiinfectives for Systemic Use
A023010,Antivirals for Systemic Use
A023011,Direct Acting Antivirals
A023012,Antineoplastic and Immunomodulating Agents
A023013,Bruton's tyrosine kinase (BTK) inhibitors
A023014,Cytochrome P-450 CYP3A Substrates
A023015,Cytochrome P-450 CYP3A4 Inhibitors (weak)
A023016,Cytochrome P-450 CYP3A4 Substrates
A023017,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A023018,Cytochrome P-450 CYP3A5 Inhibitors (weak)
A023019,Cytochrome P-450 Substrates
A023020,Kinase Inhibitor
A023021,Narrow Therapeutic Index Drugs
A023022,Tyrosine Kinase Inhibitors
A023023,"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media"
A023024,"X-Ray Contrast Media, Iodinated"
A023025,Pegylated agents
A023026,Antineoplastic and Immunomodulating Agents
A023027,Selective Immunosuppressants
A023028,"Receptors, Interleukin-8A, antagonists & inhibitors"
A023029,BCRP/ABCG2 Substrates
A023030,Cytochrome P-450 CYP3A Substrates
A023031,Cytochrome P-450 CYP3A4 Substrates
A023032,Cytochrome P-450 CYP3A5 Substrates
A023033,Cytochrome P-450 Substrates
A023034,P-glycoprotein inhibitors
A023035,P-glycoprotein substrates
A023036,Antineoplastic and Immunomodulating Agents
A023037,Cancer immunotherapy
A023038,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
A023039,Narrow Therapeutic Index Drugs
A023040,PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors
A023041,Programmed Death Ligand-1 Antagonists
A023042,Programmed Death Ligand-1 Blocker
A023043,Programmed Death Ligand-1-directed Antibody Interactions
A023044,Antineoplastic and Immunomodulating Agents
A023045,Antineoplastic and Immunomodulating Agents
A023046,B-Raf serine-threonine kinase (BRAF) inhibitors
A023047,Cytochrome P-450 CYP2C19 Substrates
A023048,Cytochrome P-450 CYP2D6 Substrates
A023049,Cytochrome P-450 CYP3A Substrates
A023050,Cytochrome P-450 CYP3A4 Substrates
A023051,Cytochrome P-450 Substrates
A023052,Kinase Inhibitor
A023053,Moderate Risk QTc-Prolonging Agents
A023054,QTc Prolonging Agents
A023055,Agents causing angioedema
A023056,"Bombesin, antagonists & inhibitors"
D000544,Alzheimer Disease
A023057,Antineoplastic and Immunomodulating Agents
A023058,Cyclin-dependent kinase (CDK) inhibitors
A023059,Cytochrome P-450 CYP3A Substrates
A023060,Cytochrome P-450 CYP3A4 Inhibitors (strong)
A023061,Cytochrome P-450 CYP3A4 Substrates
A023062,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A023063,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A023064,Cytochrome P-450 Substrates
A023065,Highest Risk QTc-Prolonging Agents
A023066,Kinase Inhibitor
A023067,Narrow Therapeutic Index Drugs
A023068,QTc Prolonging Agents
A023069,Antimigraine Preparations
A023070,BCRP/ABCG2 Inhibitors
A023071,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A023072,MATE 1 Inhibitors
A023073,MATE 2 Inhibitors
A023074,MATE inhibitors
A023075,OCT1 inhibitors
A023076,P-glycoprotein inhibitors
A023077,P-glycoprotein substrates
A023078,Serotonin (5-HT) 1F Receptor Agonists
A023079,Diagnostic Agents
A023080,Tests for Liver Functional Capacity
A023081,Ultrasound Contrast Media
A023082,Antineoplastic and Immunomodulating Agents
D047248,Crown Compounds
A023083,Cytochrome P-450 CYP1A2 Substrates
A023084,Cytochrome P-450 CYP3A Substrates
A023085,Cytochrome P-450 CYP3A4 Substrates
A023086,Cytochrome P-450 CYP3A5 Inducers (moderate)
A023087,Cytochrome P-450 CYP3A5 Inducers (weak)
A023088,Cytochrome P-450 CYP3A5 Substrates
A023089,Cytochrome P-450 Substrates
A023090,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
A023091,Tyrosine Kinase Inhibitors
A023092,Agents producing tachycardia
A023093,Agents that produce hypertension
