identifier,derived-from,resource
435,DB01001,RxCUI
6149,DB01002,ChEBI
92253,DB01002,PubChem Compound
46505295,DB01002,PubChem Substance
C07887,DB01002,KEGG Compound
D08116,DB01002,KEGG Drug
83289,DB01002,ChemSpider
50417951,DB01002,BindingDB
PA164754741,DB01002,PharmGKB
DAP001233,DB01002,Therapeutic Targets Database
Levobupivacaine,DB01002,Wikipedia
CHEMBL1201193,DB01002,ChEMBL
ZINC000001530812,DB01002,ZINC
259453,DB01002,RxCUI
11447,DB01003,Drugs Product Database (DPD)
59773,DB01003,ChEBI
2882,DB01003,PubChem Compound
46504509,DB01003,PubChem Substance
C06928,DB01003,KEGG Compound
D07753,DB01003,KEGG Drug
50440033,DB01003,BindingDB
PA449138,DB01003,PharmGKB
DAP000819,DB01003,Therapeutic Targets Database
Cromoglicic_acid,DB01003,Wikipedia
CHEMBL428880,DB01003,ChEMBL
ZINC000001530788,DB01003,ZINC
2921,DB01003,RxCUI
135,DB01004,Drugs Product Database (DPD)
1238,DB01004,Drugs Product Database (DPD)
465284,DB01004,ChEBI
3454,DB01004,PubChem Compound
46507294,DB01004,PubChem Substance
D00333,DB01004,KEGG Drug
3336,DB01004,ChemSpider
85707,DB01004,BindingDB
PA449733,DB01004,PharmGKB
GA2,DB01004,PDB
DAP000645,DB01004,Therapeutic Targets Database
Ganciclovir,DB01004,Wikipedia
CHEMBL182,DB01004,ChEMBL
ZINC000000001505,DB01004,ZINC
4678,DB01004,RxCUI
10140,DB01005,Drugs Product Database (DPD)
44423,DB01005,ChEBI
3657,DB01005,PubChem Compound
46506927,DB01005,PubChem Substance
C07044,DB01005,KEGG Compound
D00341,DB01005,KEGG Drug
3530,DB01005,ChemSpider
50017811,DB01005,BindingDB
PA449942,DB01005,PharmGKB
NHY,DB01005,PDB
DAP000739,DB01005,Therapeutic Targets Database
Hydroxycarbamide,DB01005,Wikipedia
CHEMBL467,DB01005,ChEMBL
ZINC000008034120,DB01005,ZINC
11446,DB01006,Drugs Product Database (DPD)
6413,DB01006,ChEBI
3902,DB01006,PubChem Compound
46504610,DB01006,PubChem Substance
C08163,DB01006,KEGG Compound
D00964,DB01006,KEGG Drug
3765,DB01006,ChemSpider
13061,DB01006,BindingDB
PA450196,DB01006,PharmGKB
DAP000626,DB01006,Therapeutic Targets Database
Letrozole,DB01006,Wikipedia
CHEMBL1444,DB01006,ChEMBL
ZINC000003778874,DB01006,ZINC
72965,DB01006,RxCUI
77898,DB01007,ChEBI
5482,DB01007,PubChem Compound
46508604,DB01007,PubChem Substance
C08082,DB01007,KEGG Compound
D00890,DB01007,KEGG Drug
5282,DB01007,ChemSpider
50370218,DB01007,BindingDB
PA164746156,DB01007,PharmGKB
DAP001268,DB01007,Therapeutic Targets Database
Tioconazole,DB01007,Wikipedia
CHEMBL1200438,DB01007,ChEMBL
38298,DB01007,RxCUI
9556,DB01008,Drugs Product Database (DPD)
28901,DB01008,ChEBI
46506234,DB01008,PubChem Substance
C06862,DB01008,KEGG Compound
D00248,DB01008,KEGG Drug
2384,DB01008,ChemSpider
50237623,DB01008,BindingDB
PA448691,DB01008,PharmGKB
Busulfan,DB01008,Wikipedia
CHEMBL820,DB01008,ChEMBL
ZINC000001530572,DB01008,ZINC
1828,DB01008,RxCUI
2327,DB01009,Drugs Product Database (DPD)
6128,DB01009,ChEBI
3825,DB01009,PubChem Compound
46505715,DB01009,PubChem Substance
C01716,DB01009,KEGG Compound
D00132,DB01009,KEGG Drug
3693,DB01009,ChemSpider
50022271,DB01009,BindingDB
PA450149,DB01009,PharmGKB
DAP000623,DB01009,Therapeutic Targets Database
Ketoprofen,DB01009,Wikipedia
CHEMBL571,DB01009,ChEMBL
6142,DB01009,RxCUI
6289,DB01010,Drugs Product Database (DPD)
251408,DB01010,ChEBI
3202,DB01010,PubChem Compound
46507530,DB01010,PubChem Substance
C06976,DB01010,KEGG Compound
3090,DB01010,ChemSpider
120262,DB01010,BindingDB
PA449437,DB01010,PharmGKB
EDR,DB01010,PDB
DAP000562,DB01010,Therapeutic Targets Database
Edrophonium,DB01010,Wikipedia
CHEMBL1104,DB01010,ChEMBL
ZINC000000001341,DB01010,ZINC
44241,DB01011,ChEBI
4174,DB01011,PubChem Compound
46504862,DB01011,PubChem Substance
C07205,DB01011,KEGG Compound
D00410,DB01011,KEGG Drug
50028166,DB01011,BindingDB
PA450486,DB01011,PharmGKB
MYT,DB01011,PDB
DAP000424,DB01011,Therapeutic Targets Database
Metyrapone,DB01011,Wikipedia
CHEMBL934,DB01011,ChEMBL
ZINC000000001728,DB01011,ZINC
6923,DB01011,RxCUI
13352,DB01012,Drugs Product Database (DPD)
48390,DB01012,ChEBI
156419,DB01012,PubChem Compound
46506315,DB01012,PubChem Substance
D03504,DB01012,KEGG Drug
137743,DB01012,ChemSpider
50416875,DB01012,BindingDB
PA164776671,DB01012,PharmGKB
YP4,DB01012,PDB
DAP000256,DB01012,Therapeutic Targets Database
Cinacalcet,DB01012,Wikipedia
CHEMBL1201284,DB01012,ChEMBL
ZINC000001550499,DB01012,ZINC
407990,DB01012,RxCUI
7558,DB01013,Drugs Product Database (DPD)
31414,DB01013,ChEBI
32798,DB01013,PubChem Compound
46505670,DB01013,PubChem Substance
D01272,DB01013,KEGG Drug
30399,DB01013,ChemSpider
39347,DB01013,BindingDB
PA164744375,DB01013,PharmGKB
XRD,DB01013,PDB
DAP001183,DB01013,Therapeutic Targets Database
Clobetasol_propionate,DB01013,Wikipedia
CHEMBL1159650,DB01013,ChEMBL
ZINC000003977767,DB01013,ZINC
21245,DB01013,RxCUI
267413,DB01014,ChEBI
6335412,DB01014,PubChem Compound
46505592,DB01014,PubChem Substance
D07488,DB01014,KEGG Drug
10662422,DB01014,ChemSpider
PA448536,DB01014,PharmGKB
DAP000733,DB01014,Therapeutic Targets Database
Balsalazide,DB01014,Wikipedia
CHEMBL1201346,DB01014,ChEMBL
ZINC000003952881,DB01014,ZINC
18747,DB01014,RxCUI
8174,DB01015,Drugs Product Database (DPD)
9332,DB01015,ChEBI
46508111,DB01015,PubChem Substance
C07315,DB01015,KEGG Compound
D00447,DB01015,KEGG Drug
50029770,DB01015,BindingDB
PA451544,DB01015,PharmGKB
08D,DB01015,PDB
DNC001393,DB01015,Therapeutic Targets Database
Sulfamethoxazole,DB01015,Wikipedia
CHEMBL443,DB01015,ChEMBL
ZINC000000089763,DB01015,ZINC
10180,DB01015,RxCUI
4007,DB01016,Drugs Product Database (DPD)
5441,DB01016,ChEBI
3488,DB01016,PubChem Compound
46509154,DB01016,PubChem Substance
C07022,DB01016,KEGG Compound
D00336,DB01016,KEGG Drug
50012957,DB01016,BindingDB
PA449782,DB01016,PharmGKB
GBM,DB01016,PDB
DAP000037,DB01016,Therapeutic Targets Database
Glibenclamide,DB01016,Wikipedia
CHEMBL472,DB01016,ChEMBL
ZINC000000537805,DB01016,ZINC
4815,DB01016,RxCUI
11182,DB01017,Drugs Product Database (DPD)
8646,DB01017,Drugs Product Database (DPD)
50694,DB01017,ChEBI
54675783,DB01017,PubChem Compound
46504772,DB01017,PubChem Substance
C07225,DB01017,KEGG Compound
D05045,DB01017,KEGG Drug
16735907,DB01017,ChemSpider
50103599,DB01017,BindingDB
PA450519,DB01017,PharmGKB
MIY,DB01017,PDB
DAP000405,DB01017,Therapeutic Targets Database
Minocycline,DB01017,Wikipedia
CHEMBL1434,DB01017,ChEMBL
ZINC000014879992,DB01017,ZINC
6980,DB01017,RxCUI
22124,DB01018,Drugs Product Database (DPD)
5558,DB01018,ChEBI
3519,DB01018,PubChem Compound
46506169,DB01018,PubChem Substance
C07037,DB01018,KEGG Compound
D08031,DB01018,KEGG Drug
3399,DB01018,ChemSpider
81984,DB01018,BindingDB
PA449825,DB01018,PharmGKB
DAP000900,DB01018,Therapeutic Targets Database
522,DB01018,IUPHAR
Guanfacine,DB01018,Wikipedia
CHEMBL862,DB01018,ChEMBL
ZINC000003872738,DB01018,ZINC
40114,DB01018,RxCUI
3084,DB01019,ChEBI
46507707,DB01019,PubChem Substance
C06850,DB01019,KEGG Compound
2280,DB01019,ChemSpider
39342,DB01019,BindingDB
PA448613,DB01019,PharmGKB
DAP000263,DB01019,Therapeutic Targets Database
297,DB01019,IUPHAR
Bethanechol,DB01019,Wikipedia
CHEMBL1482,DB01019,ChEMBL
19257,DB01019,RxCUI
1298,DB01020,Drugs Product Database (DPD)
6062,DB01020,ChEBI
27661,DB01020,PubChem Compound
46506594,DB01020,PubChem Substance
C07714,DB01020,KEGG Compound
D00630,DB01020,KEGG Drug
25736,DB01020,ChemSpider
PA450126,DB01020,PharmGKB
DAP001058,DB01020,Therapeutic Targets Database
Isosorbide_mononitrate,DB01020,Wikipedia
CHEMBL1311,DB01020,ChEMBL
ZINC000001849548,DB01020,ZINC
28004,DB01020,RxCUI
9580,DB01021,Drugs Product Database (DPD)
9683,DB01021,ChEBI
5560,DB01021,PubChem Compound
46508880,DB01021,PubChem Substance
C07767,DB01021,KEGG Compound
D00658,DB01021,KEGG Drug
26998,DB01021,BindingDB
PA164752426,DB01021,PharmGKB
DAP000035,DB01021,Therapeutic Targets Database
Trichlormethiazide,DB01021,Wikipedia
CHEMBL1054,DB01021,ChEMBL
10772,DB01021,RxCUI
4918,DB01022,Drugs Product Database (DPD)
18067,DB01022,ChEBI
5284607,DB01022,PubChem Compound
46504528,DB01022,PubChem Substance
C02059,DB01022,KEGG Compound
D00148,DB01022,KEGG Drug
4447652,DB01022,ChemSpider
24782,DB01022,BindingDB
PA450961,DB01022,PharmGKB
PQN,DB01022,PDB
DNC001500,DB01022,Therapeutic Targets Database
Phytomenadione,DB01022,Wikipedia
CHEMBL1550,DB01022,ChEMBL
ZINC000003831332,DB01022,ZINC
8308,DB01022,RxCUI
1249,DB01023,Drugs Product Database (DPD)
585948,DB01023,ChEBI
3333,DB01023,PubChem Compound
46506968,DB01023,PubChem Substance
D00319,DB01023,KEGG Drug
189379,DB01023,BindingDB
PA449591,DB01023,PharmGKB
DAP000487,DB01023,Therapeutic Targets Database
4190,DB01023,IUPHAR
Felodipine,DB01023,Wikipedia
CHEMBL1480,DB01023,ChEMBL
4316,DB01023,RxCUI
2139,DB01024,Drugs Product Database (DPD)
168396,DB01024,ChEBI
446541,DB01024,PubChem Compound
46504559,DB01024,PubChem Substance
393865,DB01024,ChemSpider
19264,DB01024,BindingDB
PA164748728,DB01024,PharmGKB
MOA,DB01024,PDB
DAP000784,DB01024,Therapeutic Targets Database
CHEMBL866,DB01024,ChEMBL
ZINC000000001758,DB01024,ZINC
265323,DB01024,RxCUI
12047,DB01025,Drugs Product Database (DPD)
31205,DB01025,ChEBI
46504508,DB01025,PubChem Substance
D01828,DB01025,KEGG Drug
2076,DB01025,ChemSpider
357857,DB01025,BindingDB
PA164745310,DB01025,PharmGKB
ANW,DB01025,PDB
DAP000321,DB01025,Therapeutic Targets Database
Amlexanox,DB01025,Wikipedia
CHEMBL1096,DB01025,ChEMBL
ZINC000000000928,DB01025,ZINC
46307,DB01025,RxCUI
1855,DB01026,Drugs Product Database (DPD)
48339,DB01026,ChEBI
3823,DB01026,PubChem Compound
46506746,DB01026,PubChem Substance
D00351,DB01026,KEGG Drug
3691,DB01026,ChemSpider
151585,DB01026,BindingDB
PA450146,DB01026,PharmGKB
KTN,DB01026,PDB
DAP000630,DB01026,Therapeutic Targets Database
Ketoconazole,DB01026,Wikipedia
CHEMBL157101,DB01026,ChEMBL
6135,DB01026,RxCUI
10032,DB01028,Drugs Product Database (DPD)
6843,DB01028,ChEBI
4116,DB01028,PubChem Compound
46508879,DB01028,PubChem Substance
C07517,DB01028,KEGG Compound
D00544,DB01028,KEGG Drug
3973,DB01028,ChemSpider
PA450434,DB01028,PharmGKB
DAP000682,DB01028,Therapeutic Targets Database
Methoxyflurane,DB01028,Wikipedia
CHEMBL1341,DB01028,ChEMBL
ZINC000000896988,DB01028,ZINC
6857,DB01028,RxCUI
11776,DB01029,Drugs Product Database (DPD)
46506575,DB01029,PubChem Substance
C07469,DB01029,KEGG Compound
D00523,DB01029,KEGG Drug
3618,DB01029,ChemSpider
50042235,DB01029,BindingDB
PA450084,DB01029,PharmGKB
DAP000364,DB01029,Therapeutic Targets Database
589,DB01029,IUPHAR
Irbesartan,DB01029,Wikipedia
CHEMBL1513,DB01029,ChEMBL
ZINC000003872931,DB01029,ZINC
83818,DB01029,RxCUI
11431,DB01030,Drugs Product Database (DPD)
63632,DB01030,ChEBI
60700,DB01030,PubChem Compound
46505204,DB01030,PubChem Substance
C11158,DB01030,KEGG Compound
D08618,DB01030,KEGG Drug
50034026,DB01030,BindingDB
PA451729,DB01030,PharmGKB
TTC,DB01030,PDB
DAP000648,DB01030,Therapeutic Targets Database
Topotecan,DB01030,Wikipedia
CHEMBL84,DB01030,ChEMBL
ZINC000001611274,DB01030,ZINC
57308,DB01030,RxCUI
4884,DB01031,ChEBI
3284,DB01031,PubChem Compound
46507468,DB01031,PubChem Substance
C07832,DB01031,KEGG Compound
D00703,DB01031,KEGG Drug
3169,DB01031,ChemSpider
PA164745394,DB01031,PharmGKB
DAP000606,DB01031,Therapeutic Targets Database
Ethinamate,DB01031,Wikipedia
CHEMBL1576,DB01031,ChEMBL
ZINC000000001385,DB01031,ZINC
24474,DB01031,RxCUI
9108,DB01032,Drugs Product Database (DPD)
46506554,DB01032,PubChem Substance
C07372,DB01032,KEGG Compound
D00475,DB01032,KEGG Drug
4742,DB01032,ChemSpider
50206509,DB01032,BindingDB
PA451106,DB01032,PharmGKB
DAP001292,DB01032,Therapeutic Targets Database
4357,DB01032,IUPHAR
Probenecid,DB01032,Wikipedia
CHEMBL897,DB01032,ChEMBL
ZINC000000001982,DB01032,ZINC
8698,DB01032,RxCUI
11804,DB01033,Drugs Product Database (DPD)
94796,DB01033,ChEBI
667490,DB01033,PubChem Compound
46506988,DB01033,PubChem Substance
C02380,DB01033,KEGG Compound
D04931,DB01033,KEGG Drug
580869,DB01033,ChemSpider
50423778,DB01033,BindingDB
PA450379,DB01033,PharmGKB
PM6,DB01033,PDB
DAP000147,DB01033,Therapeutic Targets Database
Mercaptopurine,DB01033,Wikipedia
CHEMBL1425,DB01033,ChEMBL
ZINC000004658290,DB01033,ZINC
103,DB01033,RxCUI
171741,DB01034,ChEBI
28517,DB01034,PubChem Compound
46508217,DB01034,PubChem Substance
C12058,DB01034,KEGG Compound
4445281,DB01034,ChemSpider
50009248,DB01034,BindingDB
PA164764551,DB01034,PharmGKB
1X9,DB01034,PDB
DAP000659,DB01034,Therapeutic Targets Database
Cerulenin,DB01034,Wikipedia
CHEMBL45627,DB01034,ChEMBL
ZINC000004102315,DB01034,ZINC
9702,DB01035,Drugs Product Database (DPD)
46507313,DB01035,PubChem Substance
C07401,DB01035,KEGG Compound
4744,DB01035,ChemSpider
39344,DB01035,BindingDB
PA451108,DB01035,PharmGKB
DAP000516,DB01035,Therapeutic Targets Database
Procainamide,DB01035,Wikipedia
CHEMBL640,DB01035,ChEMBL
ZINC000001530756,DB01035,ZINC
20821,DB01036,Drugs Product Database (DPD)
443879,DB01036,PubChem Compound
46508059,DB01036,PubChem Substance
C07750,DB01036,KEGG Compound
D00646,DB01036,KEGG Drug
391967,DB01036,ChemSpider
50165008,DB01036,BindingDB
PA164746757,DB01036,PharmGKB
DAP000376,DB01036,Therapeutic Targets Database
Tolterodine,DB01036,Wikipedia
CHEMBL1382,DB01036,ChEMBL
ZINC000000968336,DB01036,ZINC
119565,DB01036,RxCUI
1294,DB01037,Drugs Product Database (DPD)
11337,DB01037,Drugs Product Database (DPD)
9086,DB01037,ChEBI
26757,DB01037,PubChem Compound
46507655,DB01037,PubChem Substance
C07245,DB01037,KEGG Compound
D03731,DB01037,KEGG Drug
24930,DB01037,ChemSpider
15579,DB01037,BindingDB
PA451316,DB01037,PharmGKB
DAP000579,DB01037,Therapeutic Targets Database
Selegiline,DB01037,Wikipedia
CHEMBL972,DB01037,ChEMBL
ZINC000019632633,DB01037,ZINC
9639,DB01037,RxCUI
51235,DB01038,ChEBI
18104,DB01038,PubChem Compound
46505936,DB01038,PubChem Substance
17100,DB01038,ChemSpider
PA164750571,DB01038,PharmGKB
DAP000846,DB01038,Therapeutic Targets Database
Carfenazine,DB01038,Wikipedia
CHEMBL1201328,DB01038,ChEMBL
ZINC000022446644,DB01038,ZINC
1381,DB01039,Drugs Product Database (DPD)
5001,DB01039,ChEBI
46507371,DB01039,PubChem Substance
C07586,DB01039,KEGG Compound
D00565,DB01039,KEGG Drug
3222,DB01039,ChemSpider
50085042,DB01039,BindingDB
PA449594,DB01039,PharmGKB
DAP000270,DB01039,Therapeutic Targets Database
Fenofibrate,DB01039,Wikipedia
CHEMBL672,DB01039,ChEMBL
ZINC000000584092,DB01039,ZINC
8703,DB01039,RxCUI
6036,DB01041,Drugs Product Database (DPD)
74947,DB01041,ChEBI
5426,DB01041,PubChem Compound
46505665,DB01041,PubChem Substance
C07910,DB01041,KEGG Compound
D00754,DB01041,KEGG Drug
5233,DB01041,ChemSpider
50070114,DB01041,BindingDB
PA451644,DB01041,PharmGKB
DAP000865,DB01041,Therapeutic Targets Database
Thalidomide,DB01041,Wikipedia
CHEMBL468,DB01041,ChEMBL
10432,DB01041,RxCUI
9872,DB01042,Drugs Product Database (DPD)
28876,DB01042,ChEBI
460612,DB01042,PubChem Compound
46509130,DB01042,PubChem Substance
C07122,DB01042,KEGG Compound
D00369,DB01042,KEGG Drug
405297,DB01042,ChemSpider
50025837,DB01042,BindingDB
PA450354,DB01042,PharmGKB
DAP000791,DB01042,Therapeutic Targets Database
Melphalan,DB01042,Wikipedia
CHEMBL852,DB01042,ChEMBL
ZINC000000001673,DB01042,ZINC
6718,DB01042,RxCUI
13366,DB01043,Drugs Product Database (DPD)
64312,DB01043,ChEBI
46506702,DB01043,PubChem Substance
C13736,DB01043,KEGG Compound
D08174,DB01043,KEGG Drug
3914,DB01043,ChemSpider
50062599,DB01043,BindingDB
PA10364,DB01043,PharmGKB
DAP000493,DB01043,Therapeutic Targets Database
Memantine,DB01043,Wikipedia
CHEMBL807,DB01043,ChEMBL
6719,DB01043,RxCUI
12056,DB01044,Drugs Product Database (DPD)
5379,DB01044,PubChem Compound
46506159,DB01044,PubChem Substance
C07661,DB01044,KEGG Compound
D08011,DB01044,KEGG Drug
5186,DB01044,ChemSpider
50117914,DB01044,BindingDB
PA449738,DB01044,PharmGKB
DAP001387,DB01044,Therapeutic Targets Database
Gatifloxacin,DB01044,Wikipedia
CHEMBL31,DB01044,ChEMBL
1546025,DB01044,RxCUI
8566,DB01045,Drugs Product Database (DPD)
71365,DB01045,ChEBI
5381226,DB01045,PubChem Compound
46506170,DB01045,PubChem Substance
C06688,DB01045,KEGG Compound
D00211,DB01045,KEGG Drug
10468813,DB01045,ChemSpider
50370232,DB01045,BindingDB
PA451250,DB01045,PharmGKB
RFP,DB01045,PDB
DNC000965,DB01045,Therapeutic Targets Database
2765,DB01045,IUPHAR
Rifampicin,DB01045,Wikipedia
CHEMBL374478,DB01045,ChEMBL
ZINC000169621223,DB01045,ZINC
9384,DB01045,RxCUI
22650,DB01046,Drugs Product Database (DPD)
157920,DB01046,PubChem Compound
46505874,DB01046,PubChem Substance
C13707,DB01046,KEGG Compound
D04790,DB01046,KEGG Drug
138948,DB01046,ChemSpider
PA164777012,DB01046,PharmGKB
DAP000208,DB01046,Therapeutic Targets Database
Lubiprostone,DB01046,Wikipedia
CHEMBL1201134,DB01046,ChEMBL
ZINC000004217732,DB01046,ZINC
623033,DB01046,RxCUI
7579,DB01047,Drugs Product Database (DPD)
5109,DB01047,ChEBI
9642,DB01047,PubChem Compound
46504523,DB01047,PubChem Substance
D00325,DB01047,KEGG Drug
9265,DB01047,ChemSpider
PA449664,DB01047,PharmGKB
DAP000421,DB01047,Therapeutic Targets Database
Fluocinonide,DB01047,Wikipedia
CHEMBL1501,DB01047,ChEMBL
ZINC000003977978,DB01047,ZINC
4462,DB01047,RxCUI
11893,DB01048,Drugs Product Database (DPD)
421707,DB01048,ChEBI
441300,DB01048,PubChem Compound
46505718,DB01048,PubChem Substance
C07624,DB01048,KEGG Compound
D07057,DB01048,KEGG Drug
390063,DB01048,ChemSpider
50366816,DB01048,BindingDB
PA448004,DB01048,PharmGKB
1KX,DB01048,PDB
DAP000704,DB01048,Therapeutic Targets Database
Abacavir,DB01048,Wikipedia
CHEMBL1380,DB01048,ChEMBL
ZINC000002015928,DB01048,ZINC
190521,DB01048,RxCUI
1411,DB01049,Drugs Product Database (DPD)
34706,DB01049,ChEBI
46505963,DB01049,PubChem Substance
C14055,DB01049,KEGG Compound
D02268,DB01049,KEGG Drug
60600935,DB01049,ChemSpider
PA164752439,DB01049,PharmGKB
DAP000901,DB01049,Therapeutic Targets Database
Ergoloid,DB01049,Wikipedia
2609,DB01050,Drugs Product Database (DPD)
5855,DB01050,ChEBI
3672,DB01050,PubChem Compound
46507255,DB01050,PubChem Substance
C01588,DB01050,KEGG Compound
D00126,DB01050,KEGG Drug
3544,DB01050,ChemSpider
50009859,DB01050,BindingDB
PA449957,DB01050,PharmGKB
DAP000780,DB01050,Therapeutic Targets Database
2713,DB01050,IUPHAR
Ibuprofen,DB01050,Wikipedia
CHEMBL521,DB01050,ChEMBL
5640,DB01050,RxCUI
8547,DB01051,Drugs Product Database (DPD)
28368,DB01051,ChEBI
54675769,DB01051,PubChem Compound
46507250,DB01051,PubChem Substance
C05080,DB01051,KEGG Compound
10226117,DB01051,ChemSpider
50226181,DB01051,BindingDB
PA164768819,DB01051,PharmGKB
NOV,DB01051,PDB
DAP001002,DB01051,Therapeutic Targets Database
Novobiocin,DB01051,Wikipedia
CHEMBL36506,DB01051,ChEMBL
ZINC000014879999,DB01051,ZINC
8439,DB01053,Drugs Product Database (DPD)
8447,DB01053,Drugs Product Database (DPD)
11521,DB01053,Drugs Product Database (DPD)
18208,DB01053,ChEBI
5904,DB01053,PubChem Compound
46506778,DB01053,PubChem Substance
C05551,DB01053,KEGG Compound
D02336,DB01053,KEGG Drug
50022787,DB01053,BindingDB
PA450842,DB01053,PharmGKB
PNN,DB01053,PDB
DNC001109,DB01053,Therapeutic Targets Database
Benzylpenicillin,DB01053,Wikipedia
CHEMBL29,DB01053,ChEMBL
ZINC000003871701,DB01053,ZINC
7980,DB01053,RxCUI
4507,DB01054,PubChem Compound
46508817,DB01054,PubChem Substance
C07713,DB01054,KEGG Compound
D00629,DB01054,KEGG Drug
4351,DB01054,ChemSpider
50237611,DB01054,BindingDB
PA146096020,DB01054,PharmGKB
DAP001263,DB01054,Therapeutic Targets Database
2334,DB01054,IUPHAR
Nitrendipine,DB01054,Wikipedia
CHEMBL475534,DB01054,ChEMBL
7441,DB01054,RxCUI
29063,DB01055,ChEBI
440473,DB01055,PubChem Compound
46505895,DB01055,PubChem Substance
C04771,DB01055,KEGG Compound
389405,DB01055,ChemSpider
50198715,DB01055,BindingDB
PA164752445,DB01055,PharmGKB
MMS,DB01055,PDB
DNC000947,DB01055,Therapeutic Targets Database
Mimosine,DB01055,Wikipedia
CHEMBL245416,DB01055,ChEMBL
ZINC000000902159,DB01055,ZINC
20358,DB01056,Drugs Product Database (DPD)
9611,DB01056,ChEBI
38945,DB01056,PubChem Compound
46505385,DB01056,PubChem Substance
C07142,DB01056,KEGG Compound
D06172,DB01056,KEGG Drug
35632,DB01056,ChemSpider
50092595,DB01056,BindingDB
PA451706,DB01056,PharmGKB
DAP000517,DB01056,Therapeutic Targets Database
Tocainide,DB01056,Wikipedia
CHEMBL1762,DB01056,ChEMBL
42359,DB01056,RxCUI
9719,DB01057,Drugs Product Database (DPD)
4753,DB01057,ChEBI
10548,DB01057,PubChem Compound
46505944,DB01057,PubChem Substance
C06975,DB01057,KEGG Compound
D02193,DB01057,KEGG Drug
10108,DB01057,ChemSpider
PA164743139,DB01057,PharmGKB
DAP000962,DB01057,Therapeutic Targets Database
Echothiophate,DB01057,Wikipedia
CHEMBL1201341,DB01057,ChEMBL
ZINC000001530628,DB01057,ZINC
89778,DB01057,RxCUI
91583,DB01058,ChEBI
4891,DB01058,PubChem Compound
46507082,DB01058,PubChem Substance
C07367,DB01058,KEGG Compound
D00471,DB01058,KEGG Drug
4722,DB01058,ChemSpider
74574,DB01058,BindingDB
PA164764583,DB01058,PharmGKB
DAP000695,DB01058,Therapeutic Targets Database
Praziquantel,DB01058,Wikipedia
CHEMBL976,DB01058,ChEMBL
1838,DB01059,Drugs Product Database (DPD)
100246,DB01059,ChEBI
4539,DB01059,PubChem Compound
46508634,DB01059,PubChem Substance
C06687,DB01059,KEGG Compound
D00210,DB01059,KEGG Drug
4380,DB01059,ChemSpider
50045000,DB01059,BindingDB
PA450654,DB01059,PharmGKB
DAP000654,DB01059,Therapeutic Targets Database
Norfloxacin,DB01059,Wikipedia
CHEMBL9,DB01059,ChEMBL
ZINC000000003742,DB01059,ZINC
7517,DB01059,RxCUI
11101,DB01060,Drugs Product Database (DPD)
752,DB01060,Drugs Product Database (DPD)
2676,DB01060,ChEBI
33613,DB01060,PubChem Compound
46507578,DB01060,PubChem Substance
C06827,DB01060,KEGG Compound
D07452,DB01060,KEGG Drug
31006,DB01060,ChemSpider
50350464,DB01060,BindingDB
PA448406,DB01060,PharmGKB
DAP000443,DB01060,Therapeutic Targets Database
Amoxicillin,DB01060,Wikipedia
CHEMBL1082,DB01060,ChEMBL
ZINC000003830215,DB01060,ZINC
1297882,DB01060,RxCUI
2956,DB01061,ChEBI
6479523,DB01061,PubChem Compound
46506654,DB01061,PubChem Substance
C06839,DB01061,KEGG Compound
D02339,DB01061,KEGG Drug
4980416,DB01061,ChemSpider
PA164749135,DB01061,PharmGKB
DAP001169,DB01061,Therapeutic Targets Database
Azlocillin,DB01061,Wikipedia
CHEMBL1537,DB01061,ChEMBL
ZINC000003830261,DB01061,ZINC
1266,DB01061,RxCUI
10040,DB01062,Drugs Product Database (DPD)
