drug,reference
DB06988,A1991
DB06989,A1991
DB06990,A1991
DB06991,A1991
DB06992,A1991
DB06993,A1991
DB06994,A1991
DB06995,A1991
DB06996,A1991
DB06997,A1991
DB06998,A1991
DB06999,A1991
DB07000,A1991
DB07001,A1991
DB07002,A1991
DB07003,A1991
DB07004,A1991
DB07005,A1991
DB07006,A1991
DB07007,A1991
DB07008,A1991
DB07009,A1991
DB07010,A1991
DB07011,A1991
DB07012,A1991
DB07013,A1991
DB07014,A1991
DB07015,A1991
DB07016,A1991
DB07017,A1991
DB07018,A1991
DB07019,A1991
DB07020,A1991
DB07021,A1991
DB07022,A1991
DB07023,A1991
DB07024,A1991
DB07025,A1991
DB07026,A1991
DB07027,A1991
DB07028,A1991
DB07029,A1991
DB07030,A1991
DB07031,A1991
DB07032,A1991
DB07033,A1991
DB07034,A1991
DB07035,A1991
DB07036,A1991
DB07037,A1991
DB07038,A1991
DB07039,A1991
DB07040,A1991
DB07041,A1991
DB07042,A1991
DB07043,A1991
DB07044,A1991
DB07045,A1991
DB07046,A1991
DB07048,A1991
DB07049,A1991
DB07050,A1991
DB07051,A1991
DB07052,A1991
DB07053,A1991
DB07054,A1991
DB07055,A1991
DB07056,A1991
DB07057,A1991
DB07058,A1991
DB07059,A1991
DB07060,A1991
DB07061,A1991
DB07062,A1991
DB07063,A1991
DB07064,A1991
DB07065,A1991
DB07066,A1991
DB07067,A1991
DB07068,A1991
DB07069,A1991
DB07070,A1991
DB07071,A1991
DB07072,A1991
DB07073,A1991
DB07074,A1991
DB07075,A1991
DB07076,A1991
DB07077,A1991
DB07078,A1991
DB07079,A1991
DB07080,A1991
DB07081,A1991
DB07082,A1991
DB07083,A1991
DB07084,A1991
DB07085,A1991
DB07086,A1991
DB07087,A1991
DB07088,A1991
DB07089,A1991
DB07090,A1991
DB07091,A1991
DB07092,A1991
DB07093,A1991
DB07094,A1991
DB07095,A1991
DB07096,A1991
DB07097,A1991
DB07098,A1991
DB07099,A1991
DB07100,A1991
DB07101,A1991
DB07102,A1991
DB07103,A1991
DB07104,A1991
DB07105,A1991
DB07106,A1991
DB07106,A249580
DB07107,A1991
DB07108,A1991
DB07109,A1991
DB07110,A1991
DB07111,A1991
DB07112,A1991
DB07113,A1991
DB07114,A1991
DB07115,A1991
DB07116,A1991
DB07117,A1991
DB07118,A1991
DB07119,A1991
DB07120,A1991
DB07121,A1991
DB07122,A1991
DB07123,A1991
DB07124,A1991
DB07125,A1991
DB07126,A1991
DB07127,A1991
DB07128,A1991
DB07129,A1991
DB07130,A1991
DB07131,A1991
DB07132,A1991
DB07133,A1991
DB07134,A1991
DB07135,A1991
DB07136,A1991
DB07137,A1991
DB07138,A1991
DB07138,A19330
DB07139,A1991
DB07140,A1991
DB07141,A1991
DB07142,A1991
DB07143,A1991
DB07144,A1991
DB07145,A1991
DB07146,A1991
DB07147,A1991
DB07148,A1991
DB07149,A1991
DB07150,A1991
DB07151,A1991
DB07152,A1991
DB07153,A1991
DB07154,A1991
DB07155,A1991
DB07156,A1991
DB07157,A1991
DB07158,A1991
DB07159,A1991
DB07159,A247190
DB07160,A1991
DB07161,A1991
DB07162,A1991
DB07163,A1991
DB07164,A1991
DB07165,A1991
DB07167,A1991
DB07168,A1991
DB07169,A1991
DB07170,A1991
DB07171,A1991
DB07172,A1991
DB07173,A1991
DB07174,A1991
DB07175,A1991
DB07177,A1991
DB07178,A1991
DB07179,A1991
DB07180,A1991
DB07181,A1991
DB07182,A1991
DB07183,A1991
DB07184,A1991
DB07185,A1991
DB07186,A1991
DB07187,A1991
DB07188,A1991
DB07189,A1991
DB07190,A1991
DB07192,A1991
DB07193,A1991
DB07194,A1991
DB07195,A1991
DB07196,A1991
DB07197,A1991
DB07198,A1991
DB07199,A1991
DB07200,A1991
DB07202,A1991
DB07203,A1991
DB07204,A1991
DB07205,A1991
DB07206,A1991
DB07207,A1991
DB07208,A1991
DB07209,A1991
DB07210,A1991
DB07211,A1991
DB07212,A1991
DB07213,A1991
DB07215,A1991
DB07216,A1991
DB07217,A1991
DB07218,A1991
DB07219,A1991
DB07220,A1991
DB07221,A1991
DB07222,A1991
DB07223,A1991
DB07224,A1991
DB07225,A1991
DB07226,A1991
DB07227,A1991
DB07228,A1991
DB07229,A1991
DB07230,A1991
DB07231,A1991
DB07232,A1991
DB07233,A1991
DB07234,A1991
DB07235,A1991
DB07236,A1991
DB07237,A1991
DB07238,A1991
DB07239,A1991
DB07241,A1991
DB07242,A1991
DB07243,A1991
DB07244,A1991
DB07245,A1991
DB07246,A1991
DB07247,A1991
DB07248,A1991
DB07249,A1991
DB07250,A1991
DB07251,A1991
DB07252,A1991
DB07253,A1991
DB07254,A1991
DB07255,A1991
DB07256,A1991
DB07257,A1991
DB07258,A1991
DB07259,A1991
DB07260,A1991
DB07261,A1991
DB07262,A1991
DB07263,A1991
DB07264,A1991
DB07265,A1991
DB07266,A1991
DB07267,A1991
DB07268,A1991
DB07269,A1991
DB07270,A1991
DB07271,A1991
DB07272,A1991
DB07273,A1991
DB07274,A1991
DB07275,A1991
DB07276,A1991
DB07277,A1991
DB07278,A1991
DB07279,A1991
DB07280,A1991
DB07281,A1991
DB07284,A1991
DB07285,A1991
DB07286,A1991
DB07287,A1991
DB07288,A1991
DB07289,A1991
DB07290,A1991
DB07291,A1991
DB07292,A1991
DB07293,A1991
DB07294,A1991
DB07295,A1991
DB07296,A1991
DB07297,A1991
DB07298,A1991
DB07299,A1991
DB07300,A1991
DB07301,A1991
DB07302,A1991
DB07303,A1991
DB07304,A1991
DB07305,A1991
DB07306,A1991
DB07307,A1991
DB07308,A1991
DB07309,A1991
DB07310,A1991
DB07311,A1991
DB07312,A1991
DB07313,A1991
DB07314,A1991
DB07315,A1991
DB07316,A1991
DB07317,A1991
DB07318,A1991
DB07319,A1991
DB07320,A1991
DB07321,A1991
DB07322,A1991
DB07323,A1991
DB07324,A1991
DB07325,A1991
DB07326,A1991
DB07327,A1991
DB07328,A1991
DB07329,A1991
DB07330,A1991
DB07331,A1991
DB07332,A1991
DB07333,A1991
DB07334,A1991
DB07335,A1991
DB07336,A1991
DB07337,A1991
DB07338,A1991
DB07339,A1991
DB07340,A1991
DB07341,A1991
DB07342,A1991
DB07343,A1991
DB07344,A1991
DB07345,A1991
DB07346,A1991
DB07347,A1991
DB07348,A1991
DB07349,A1991
DB07350,A1991
DB07351,A1991
DB07352,A1991
DB07353,A1991
DB07354,A1991
DB07355,A1991
DB07356,A1991
DB07357,A1991
DB07358,A1991
DB07359,A1991
DB07360,A1991
DB07362,A1991
DB07363,A1991
DB07364,A1991
DB07365,A1991
DB07366,A1991
DB07367,A1991
DB07368,A1991
DB07369,A1991
DB07370,A1991
DB07371,A1991
DB07373,A1991
DB07374,A1991
DB07375,A1991
DB07376,A1991
DB07377,A1991
DB07378,A1991
DB07379,A1991
DB07380,A1991
DB07381,A1991
DB07382,A1991
DB07383,A1991
DB07384,A1991
DB07385,A1991
DB07387,A1991
DB07388,A1991
DB07389,A1991
DB07390,A1991
DB07391,A1991
DB07392,A1991
DB07393,A1991
DB07394,A1991
DB07395,A1991
DB07396,A1991
DB07397,A1991
DB07398,A1991
DB07400,A1991
DB07401,A1991
DB07403,A1991
DB07404,A1991
DB07405,A1991
DB07406,A1991
DB07407,A1991
DB07408,A1991
DB07409,A1991
DB07410,A1991
DB07411,A1991
DB07412,A1991
DB07413,A1991
DB07414,A1991
DB07415,A1991
DB07416,A1991
DB07418,A1991
DB07419,A1991
DB07420,A1991
DB07421,A1991
DB07422,A1991
DB07423,A1991
DB07424,A1991
DB07425,A1991
DB07426,A1991
DB07427,A1991
DB07428,A1991
DB07429,A1991
DB07430,A1991
DB07431,A1991
DB07432,A1991
DB07433,A1991
DB07434,A1991
DB07435,A1991
DB07436,A1991
DB07437,A1991
DB07439,A1991
DB07440,A1991
DB07441,A1991
DB07443,A1991
DB07444,A1991
DB07445,A1991
DB07446,A1991
DB07447,A1991
DB07448,A1991
DB07449,A1991
DB07450,A1991
DB07451,A1991
DB07452,A1991
DB07453,A1991
DB07454,A1991
DB07455,A1991
DB07456,A1991
DB07457,A1991
DB07458,A1991
DB07459,A1991
DB07460,A1991
DB07461,A1991
DB07462,A1991
DB07463,A1991
DB07464,A1991
DB07465,A1991
DB07466,A1991
DB07467,A1991
DB07468,A1991
DB07469,A1991
DB07470,A1991
DB07471,A1991
DB07472,A1991
DB07473,A1991
DB07474,A1991
DB07476,A1991
DB07477,A1991
DB07478,A1991
DB07479,A1991
DB07480,A1991
DB07481,A1991
DB07482,A1991
DB07483,A1991
DB07484,A1991
DB07485,A1991
DB07486,A1991
DB07487,A1991
DB07488,A1991
DB07489,A1991
DB07490,A1991
DB07491,A1991
DB07492,A1991
DB07493,A1991
DB07494,A1991
DB07495,A1991
DB07496,A1991
DB07497,A1991
DB07498,A1991
DB07499,A1991
DB07500,A1991
DB07501,A1991
DB07502,A1991
DB07503,A1991
DB07504,A1991
DB07505,A1991
DB07506,A1991
DB07507,A1991
DB07508,A1991
DB07509,A1991
DB07510,A1991
DB07511,A1991
DB07512,A1991
DB07513,A1991
DB07514,A1991
DB07515,A1991
DB07516,A1991
DB07518,A1991
DB07519,A1991
DB07520,A1991
DB07521,A1991
DB07522,A1991
DB07524,A1991
DB07525,A1991
DB07526,A1991
DB07527,A1991
DB07528,A1991
DB07529,A1991
DB07530,A1991
DB07531,A1991
DB07533,A1991
DB07534,A1991
DB07535,A1991
DB07536,A1991
DB07537,A1991
DB07538,A1991
DB07539,A1991
DB07540,A1991
DB07541,A1991
DB07542,A1991
DB07543,A1991
DB07544,A1991
DB07545,A1991
DB07546,A1991
DB07547,A1991
DB07548,A1991
DB07549,A1991
DB07550,A1991
DB07551,A1991
DB07552,A1991
DB07553,A1991
DB07555,A1991
DB07556,A1991
DB07557,A1991
DB07558,A1991
DB07559,A1991
DB07560,A1991
DB07561,A1991
DB07562,A1991
DB07563,A1991
DB07564,A1991
DB07565,A1991
DB07567,A1991
DB07568,A1991
DB07569,A1991
DB07570,A1991
DB07571,A1991
DB07572,A1991
DB07573,A1991
DB07574,A1991
DB07575,A1991
DB07577,A1991
DB07578,A1991
DB07579,A1991
DB07580,A1991
DB07581,A1991
DB07582,A1991
DB07583,A1991
DB07584,A1991
DB07585,A1991
DB07586,A1991
DB07587,A1991
DB07588,A1991
DB07589,A1991
DB07590,A1991
DB07591,A1991
DB07592,A1991
DB07593,A1991
DB07594,A1991
DB07595,A1991
DB07596,A1991
DB07597,A1991
DB07598,A1991
DB07599,A1991
DB07601,A1991
DB07602,A1991
DB07604,A1991
DB07605,A1991
DB07606,A1991
DB07607,A1991
DB07608,A1991
DB07609,A1991
DB07610,A1991
DB07611,A1991
DB07612,A1991
DB07613,A1991
DB07614,A1991
DB07615,A1991
DB07615,A33346
DB07616,A1991
DB07617,A1991
DB07618,A1991
DB07619,A1991
DB07620,A1991
DB07621,A1991
DB07622,A1991
DB07623,A1991
DB07624,A1991
DB07625,A1991
DB07626,A1991
DB07627,A1991
DB07628,A1991
DB07629,A1991
DB07630,A1991
DB07631,A1991
DB07632,A1991
DB07633,A1991
DB07634,A1991
DB07635,A1991
DB07636,A1991
DB07637,A1991
DB07638,A1991
DB07639,A1991
DB07640,A1991
DB07641,A1991
DB07642,A1991
DB07643,A1991
DB07644,A1991
DB07645,A1991
DB07646,A1991
DB07647,A1991
DB07648,A1991
DB07649,A1991
DB07650,A1991
DB07651,A1991
DB07652,A1991
DB07653,A1991
DB07654,A1991
DB07655,A1991
DB07657,A1991
DB07658,A1991
DB07659,A1991
DB07660,A1991
DB07661,A1991
DB07662,A1991
DB07663,A1991
DB07664,A1991
DB07665,A1991
DB07666,A1991
DB07667,A1991
DB07668,A1991
DB07669,A1991
DB07670,A1991
DB07671,A1991
DB07672,A1991
DB07673,A1991
DB07674,A1991
DB07675,A1991
DB07676,A1991
DB07677,A1991
DB07678,A1991
DB07679,A1991
DB07680,A1991
DB07681,A1991
DB07683,A1991
DB07684,A1991
DB07685,A1991
DB07686,A1991
DB07687,A1991
DB07688,A1991
DB07689,A1991
DB07691,A1991
DB07692,A1991
DB07696,A1991
DB07697,A1991
DB07698,A1991
DB07700,A1991
DB07701,A1991
DB07702,A1991
DB07703,A1991
DB07704,A1991
DB07705,A1991
DB07706,A1991
DB07707,A1991
DB07708,A1991
DB07710,A1991
DB07711,A1991
DB07712,A1991
DB07713,A1991
DB07714,A1991
DB07715,A1991
DB07715,A19890
DB07716,A1991
DB07717,A1991
DB07718,A1991
DB07719,A1991
DB07720,A1991
DB07720,A20168
DB07720,A20181
DB07720,A20290
DB07721,A1991
DB07722,A1991
DB07723,A1991
DB07724,A1991
DB07726,A1991
DB07728,A1991
DB07729,A1991
DB07730,A1991
DB07731,A1991
DB07732,A1991
DB07733,A1991
DB07734,A1991
DB07735,A1991
DB07736,A1991
DB07737,A1991
DB07738,A1991
DB07739,A1991
DB07740,A1991
DB07741,A1991
DB07742,A1991
DB07743,A1991
DB07744,A1991
DB07745,A1991
DB07746,A1991
DB07747,A1991
DB07748,A1991
DB07749,A1991
DB07750,A1991
DB07751,A1991
DB07754,A1991
DB07755,A1991
DB07756,A1991
DB07757,A1991
DB07758,A1991
DB07759,A1991
DB07760,A1991
DB07761,A1991
DB07762,A1991
DB07763,A1991
DB07764,A1991
DB07765,A1991
DB07766,A1991
DB07767,A1991
DB07768,A1991
DB07769,A1991
DB07770,A1991
DB07771,A1991
DB07772,A1991
DB07773,A1991
DB07776,A1991
DB07776,A19887
DB07776,A20107
DB07776,A20108
DB07778,A1991
DB07779,A1991
DB07780,A1991
DB07781,A1991
DB07782,A1991
DB07783,A1991
DB07784,A1991
DB07785,A1991
DB07786,A1991
DB07787,A1991
DB07788,A1991
DB07789,A1991
DB07790,A1991
DB07791,A1991
DB07792,A1991
DB07793,A1991
DB07794,A1991
DB07795,A1991
DB07796,A1991
DB07797,A1991
DB07798,A1991
DB07800,A1991
DB07801,A1991
DB07802,A1991
DB07803,A1991
DB07804,A1991
DB07805,A1991
DB07806,A1991
DB07807,A1991
DB07808,A1991
DB07809,A1991
DB07810,A1991
DB07811,A1991
DB07812,A1991
DB07813,A1991
DB07814,A1991
DB07815,A1991
DB07816,A1991
DB07817,A1991
DB07818,A1991
DB07819,A1991
DB07820,A1991
DB07821,A1991
DB07823,A1991
DB07824,A1991
DB07825,A1991
DB07826,A1991
DB07827,A1991
DB07829,A1991
DB07830,A1991
DB07831,A1991
DB07832,A1991
DB07833,A1991
DB07834,A1991
DB07835,A1991
DB07836,A1991
DB07837,A1991
DB07838,A1991
DB07839,A1991
DB07840,A1991
DB07841,A1991
DB07842,A1991
DB07843,A1991
DB07844,A1991
DB07845,A1991
DB07846,A1991
DB07847,A1991
DB07848,A1991
DB07849,A1991
DB07850,A1991
DB07851,A1991
DB07852,A1991
DB07853,A1991
DB07854,A1991
DB07855,A1991
DB07856,A1991
DB07857,A1991
DB07858,A1991
DB07859,A1991
DB07860,A1991
DB07861,A1991
DB07862,A1991
DB07863,A1991
DB07864,A1991
DB07865,A1991
DB07866,A1991
DB07867,A1991
DB07868,A1991
DB07869,A1991
DB07870,A1991
DB07871,A1991
DB07872,A1991
DB07873,A1991
DB07874,A1991
DB07875,A1991
DB07876,A1991
DB07877,A1991
DB07878,A1991
DB07879,A1991
DB07880,A1991
DB07881,A1991
DB07882,A1991
DB07883,A1991
DB07884,A1991
DB07885,A1991
DB07887,A1991
DB07888,A1991
DB07889,A1991
DB07890,A1991
DB07892,A1991
DB07893,A1991
DB07894,A1991
DB07895,A1991
DB07896,A1991
DB07897,A1991
DB07898,A1991
DB07899,A1991
DB07900,A1991
DB07901,A1991
DB07902,A1991
DB07903,A1991
DB07905,A1991
DB07906,A1991
DB07907,A1991
DB07908,A1991
DB07909,A1991
DB07910,A1991
DB07911,A1991
DB07912,A1991
DB07913,A1991
DB07914,A1991
DB07915,A1991
DB07916,A1991
DB07917,A1991
DB07918,A1991
DB07919,A1991
DB07920,A1991
DB07921,A1991
DB07922,A1991
DB07923,A1991
DB07924,A1991
DB07925,A1991
DB07926,A1991
DB07927,A1991
DB07928,A1991
DB07929,A1991
DB07930,A1991
DB07931,A1991
DB07931,A5848
DB07931,A19901
DB07932,A1991
DB07933,A1991
DB07934,A1991
DB07935,A1991
DB07936,A1991
DB07937,A1991
DB07938,A1991
DB07939,A1991
DB07940,A1991
DB07941,A1991
DB07942,A1991
DB07943,A1991
DB07944,A1991
DB07946,A1991
DB07947,A1991
DB07949,A1991
DB07950,A1991
DB07951,A1991
DB07952,A1991
DB07953,A1991
DB07954,A1991
DB07955,A1991
DB07956,A1991
DB07957,A1991
DB07958,A1991
DB07959,A1991
DB07960,A1991
DB07961,A1991
DB07964,A1991
DB07965,A1991
DB07966,A1991
DB07967,A1991
DB07968,A1991
DB07969,A1991
DB07970,A1991
DB07971,A1991
DB07972,A1991
DB07973,A1991
DB07974,A1991
DB07975,A1991
DB07976,A1991
DB07977,A1991
DB07978,A1991
DB07979,A1991
DB07981,A1991
DB07982,A1991
DB07983,A1991
DB07984,A1991
DB07985,A1991
DB07986,A1991
DB07987,A1991
DB07988,A1991
DB07989,A1991
DB07990,A1991
DB07991,A1991
DB07993,A1991
DB07994,A1991
DB07995,A1991
DB07995,A248005
DB07996,A1991
DB07997,A1991
DB07999,A1991
DB08000,A1991
DB08001,A1991
DB08003,A1991
DB08004,A1991
DB08005,A1991
DB08006,A1991
DB08007,A1991
DB08008,A1991
DB08009,A1991
DB08010,A1991
DB08011,A1991
DB08012,A1991
DB08013,A1991
DB08014,A1991
DB08015,A1991
DB08016,A1991
DB08017,A1991
DB08018,A1991
DB08019,A1991
DB08020,A1991
DB08021,A1991
DB08022,A1991
DB08023,A1991
DB08024,A1991
DB08025,A1991
DB08026,A1991
DB08027,A1991
DB08028,A1991
DB08029,A1991
DB08030,A1991
DB08031,A1991
DB08032,A1991
DB08033,A1991
DB08034,A1991
DB08035,A1991
DB08036,A1991
DB08037,A1991
DB08038,A1991
DB08039,A1991
DB08040,A1991
DB08041,A1991
DB08042,A1991
DB08043,A1991
DB08044,A1991
DB08044,A33262
DB08045,A1991
DB08046,A1991
DB08047,A1991
DB08048,A1991
DB08049,A1991
DB08050,A1991
DB08051,A1991
DB08052,A1991
DB08053,A1991
DB08054,A1991
DB08055,A1991
DB08056,A1991
DB08057,A1991
DB08058,A1991
DB08059,A1991
DB08060,A1991
DB08061,A1991
DB08062,A1991
DB08063,A1991
DB08064,A1991
DB08065,A1991
DB08066,A1991
DB08067,A1991
DB08068,A1991
DB08069,A1991
DB08070,A1991
DB08071,A1991
DB08072,A1991
DB08073,A1991
DB08074,A1991
DB08075,A1991
DB08076,A1991
DB08077,A1991
DB08078,A1991
DB08079,A187586
DB08080,A1991
DB08081,A1991
DB08082,A1991
DB08083,A1991
DB08084,A1991
DB08085,A1991
DB08086,A1991
DB08087,A1991
DB08088,A1991
DB08089,A1991
DB08090,A1991
DB08091,A1991
DB08092,A1991
DB08093,A1991
DB08094,A1991
DB08095,A1991
DB08096,A1991
DB08097,A1991
DB08098,A1991
DB08099,A1991
DB08105,A1991
DB08106,A1991
DB08107,A1991
DB08108,A1991
DB08109,A1991
DB08110,A1991
DB08111,A1991
DB08112,A1991
DB08113,A1991
DB08114,A1991
DB08115,A1991
DB08116,A1991
DB08118,A1991
DB08119,A1991
DB08120,A1991
DB08121,A1991
DB08122,A1991
DB08123,A1991
DB08124,A1991
DB08125,A1991
DB08126,A1991
DB08128,A1991
DB08129,A1991
DB08130,A1991
DB08131,A1991
DB08132,A1991
DB08133,A1991
DB08134,A1991
DB08135,A1991
DB08136,A1991
DB08137,A1991
DB08138,A1991
DB08139,A1991
DB08140,A1991
DB08141,A1991
DB08142,A1991
DB08143,A1991
DB08144,A1991
DB08145,A1991
DB08146,A1991
DB08147,A1991
DB08148,A1991
DB08149,A1991
DB08150,A1991
DB08151,A1991
DB08152,A1991
DB08153,A1991
DB08154,A1991
DB08155,A1991
DB08156,A1991
DB08157,A1991
DB08158,A1991
DB08159,A1991
DB08160,A1991
DB08161,A1991
DB08162,A1991
DB08163,A1991
DB08164,A1991
DB08165,A1991
DB08166,A1991
DB08167,A1991
DB08168,A1991
DB08169,A1991
DB08170,A1991
DB08171,A1991
DB08172,A1991
DB08173,A1991
DB08174,A1991
DB08175,A1991
DB08176,A1991
DB08177,A1991
DB08178,A1991
DB08179,A1991
DB08180,A1991
DB08181,A1991
DB08182,A1991
DB08184,A1991
DB08185,A1991
DB08186,A1991
DB08187,A1991
DB08188,A1991
DB08190,A1991
DB08191,A1991
DB08192,A1991
DB08193,A1991
DB08194,A1991
DB08195,A1991
DB08196,A1991
DB08197,A1991
DB08198,A1991
DB08199,A1991
DB08200,A1991
DB08201,A1991
DB08202,A1991
DB08203,A1991
DB08204,A1991
DB08208,A1991
DB08209,A1991
DB08210,A1991
DB08211,A1991
DB08212,A1991
DB08213,A1991
DB08214,A1991
DB08215,A1991
DB08216,A1991
DB08217,A1991
DB08218,A1991
DB08219,A1991
DB08220,A1991
DB08221,A1991
DB08222,A1991
DB08224,A1991
DB08226,A1991
DB08227,A1991
DB08228,A1991
DB08229,A1991
DB08230,A1991
DB08231,A1991
DB08231,A19808
DB08232,A1991
DB08233,A1991
DB08234,A1991
DB08235,A1991
DB08236,A1991
DB08237,A1991
DB08238,A1991
DB08239,A1991
DB08240,A1991
DB08241,A1991
DB08242,A1991
DB08244,A1991
DB08245,A1991
DB08246,A1991
DB08247,A1991
DB08248,A1991
DB08249,A1991
DB08250,A1991
DB08251,A1991
DB08252,A1991
DB08253,A1991
DB08254,A1991
DB08255,A1991
DB08256,A1991
DB08257,A1991
DB08258,A1991
DB08259,A1991
DB08260,A1991
DB08261,A1991
DB08262,A1991
DB08263,A1991
DB08264,A1991
DB08265,A1991
DB08266,A1991
DB08267,A1991
DB08268,A1991
DB08270,A1991
DB08271,A1991
DB08272,A1991
DB08273,A1991
DB08274,A1991
DB08275,A1991
DB08276,A1991
DB08277,A1991
DB08278,A1991
DB08279,A1991
DB08280,A1991
DB08281,A1991
DB08282,A1991
DB08283,A1991
DB08284,A1991
DB08285,A1991
DB08286,A1991
DB08287,A1991
DB08289,A1991
DB08291,A1991
DB08292,A1991
DB08293,A1991
DB08294,A1991
DB08295,A1991
DB08296,A1991
DB08297,A1991
DB08299,A1991
DB08300,A1991
DB08301,A1991
DB08302,A1991
DB08303,A1991
DB08304,A1991
DB08305,A1991
DB08306,A1991
DB08307,A1991
DB08308,A1991
DB08309,A1991
DB08310,A1991
DB08312,A1991
DB08313,A1991
DB08314,A1991
DB08315,A1991
DB08316,A1991
DB08317,A1991
DB08318,A1991
DB08319,A1991
DB08320,A1991
DB08321,A1991
DB08322,A1991
DB08323,A1991
DB08324,A1991
DB08325,A1991
DB08326,A1991
DB08327,A1991
DB08328,A1991
DB08329,A1991
DB08330,A1991
DB08331,A1991
DB08332,A1991
DB08333,A1991
DB08334,A1991
DB08335,A1991
DB08336,A1991
DB08337,A1991
DB08338,A1991
DB08339,A1991
DB08340,A1991
DB08341,A1991
DB08342,A1991
DB08344,A1991
DB08345,A1991
DB08346,A1991
DB08347,A1991
DB08348,A1991
DB08349,A1991
DB08350,A1991
DB08351,A1991
DB08352,A1991
DB08353,A1991
DB08354,A1991
DB08355,A1991
DB08356,A1991
DB08357,A1991
DB08358,A1991
DB08359,A1991
DB08360,A1991
DB08361,A1991
DB08362,A1991
DB08363,A1991
DB08364,A1991
DB08365,A1991
DB08366,A1991
DB08367,A1991
DB08368,A1991
DB08369,A1991
DB08370,A1991
DB08371,A1991
DB08372,A1991
DB08373,A1991
DB08374,A1991
DB08375,A1991
DB08376,A1991
DB08377,A1991
DB08378,A1991
DB08379,A1991
DB08382,A1991
DB08382,A19324
DB08383,A1991
DB08384,A1991
DB08385,A1991
DB08386,A1991
DB08387,A1991
DB08388,A1991
DB08389,A1991
DB08390,A1991
DB08391,A1991
DB08392,A1991
DB08393,A1991
DB08394,A1991
DB08395,A1991
DB08396,A1991
DB08397,A1991
DB08398,A1991
DB08399,A1991
DB08400,A1991
DB08401,A1991
DB08402,A1991
DB08403,A1991
DB08404,A1991
DB08405,A1991
DB08406,A1991
DB08407,A1991
DB08408,A1991
DB08409,A1991
DB08410,A1991
DB08411,A1991
DB08412,A1991
DB08413,A1991
DB08414,A1991
DB08416,A1991
DB08418,A1991
DB08419,A1991
DB08420,A1991
DB08421,A1991
DB08422,A1991
DB08423,A1991
DB08424,A1991
DB08426,A1991
DB08427,A1991
DB08428,A1991
DB08429,A1991
DB08430,A1991
DB08431,A1991
DB08432,A1991
DB08433,A1991
DB08434,A1991
DB08435,A1991
DB08436,A1991
DB08437,A1991
DB08438,A1991
DB08439,A18383
DB08439,A1991
DB08440,A1991
DB08441,A1991
DB08442,A1991
DB08443,A1991
DB08444,A1991
DB08445,A1991
DB08446,A1991
DB08447,A1991
DB08448,A1991
DB08449,A1991
DB08450,A1991
DB08451,A1991
DB08453,A1991
DB08454,A1991
DB08456,A1991
DB08457,A1991
DB08458,A1991
DB08459,A1991
DB08460,A1991
DB08461,A1991
DB08462,A1991
DB08463,A1991
DB08464,A1991
DB08465,A1991
DB08466,A1991
DB08469,A1991
DB08470,A1991
DB08471,A1991
DB08472,A1991
DB08473,A1991
DB08474,A1991
DB08475,A1991
DB08476,A1991
DB08478,A1991
DB08479,A1991
DB08480,A1991
DB08481,A1991
DB08482,A1991
DB08484,A1991
DB08485,A1991
DB08486,A1991
DB08487,A1991
DB08488,A1991
DB08489,A1991
DB08490,A1991
DB08491,A1991
DB08492,A1991
DB08493,A1991
DB08494,A1991
DB08495,A1991
DB08497,A1991
DB08498,A1991
DB08499,A1991
DB08500,A1991
DB08501,A1991
DB08502,A1991
DB08502,A14645
DB08502,A3644
DB08503,A1991
DB08504,A1991
DB08505,A1991
DB08506,A1991
DB08507,A1991
DB08508,A1991
DB08509,A1991
DB08510,A1991
DB08511,A1991
DB08512,A1991
DB08513,A1991
DB08514,A1991
DB08515,A1991
DB08516,A1991
DB08517,A1991
DB08519,A1991
DB08520,A1991
DB08521,A1991
DB08522,A1991
DB08523,A1991
DB08524,A1991
DB08525,A1991
DB08526,A1991
DB08527,A1991
DB08528,A1991
DB08529,A1991
DB08530,A1991
DB08531,A1991
DB08532,A1991
DB08533,A1991
DB08534,A1991
DB08535,A1991
DB08536,A1991
DB08537,A1991
DB08538,A1991
DB08539,A1991
DB08540,A1991
DB08541,A1991
DB08542,A1991
DB08543,A1991
DB08544,A1991
DB08545,A1991
DB08546,A1991
DB08547,A1991
DB08548,A1991
DB08549,A1991
DB08550,A1991
DB08551,A1991
DB08552,A1991
DB08553,A1991
DB08554,A1991
DB08555,A1991
DB08556,A1991
DB08557,A1991
DB08558,A1991
DB08559,A1991
DB08560,A1991
DB08561,A1991
DB08562,A1991
DB08564,A1991
DB08565,A1991
DB08566,A1991
DB08568,A1991
DB08569,A1991
DB08570,A1991
DB08571,A1991
DB08572,A1991
DB08573,A1991
DB08574,A1991
DB08575,A1991
DB08576,A1991
DB08577,A1991
DB08578,A1991
DB08579,A1991
DB08580,A1991
DB08581,A1991
DB08582,A1991
DB08583,A1991
DB08585,A1991
DB08586,A1991
DB08587,A1991
DB08588,A1991
DB08589,A1991
DB08590,A1991
DB08591,A1991
DB08593,A1991
DB08594,A1991
DB08595,A1991
DB08596,A1991
DB08597,A1991
DB08598,A1991
DB08599,A1991
DB08600,A1991
DB08601,A1991
DB08602,A1991
DB08603,A1991
DB08604,A1991
DB08604,A19965
DB08604,A20150
DB08604,A20220
DB08604,A20239
DB08604,A20262
DB08605,A1991
DB08606,A1991
DB08607,A1991
DB08608,A1991
DB08609,A1991
